date,amount,type,description,category,sender,raw_message
1970-01-01 00:28:44.233401012,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:43.201628870,99.0,unknown,INR99,Others,pvrvip,"Hi, Ready for a movie marathon? It's Cinema Lovers Weekend at PVR, enjoy all movies and all shows at unbelievable prices! Tickets starting at INR99 on 09 Aug, Friday and INR199 on 10 Aug, Saturday & 11 Aug, Sunday. Hurry, Grab your tickets now @ https://pvr.im/1bNmQI1m"
1970-01-01 00:28:45.260065040,1198.0,unknown,Uncategorized,Others,weplix,"PLIX: Hi Raman, Payday Sale is here! Grab Rs. 600 off on orders 1198+ (Flat 300 off + 300 Cashback) using code: PDAY. Shop now: ct1.io/6P1tgbr"
1970-01-01 00:28:46.911456707,409.0,unknown,Uncategorized,Others,650002,"You're missing out on incoming calls & OTPs! Recharge now with Rs409 Airtel pack to get UL calls, 2.5GB data/day, Talktime Rs 5 & 20+ OTTs with Airtel Xstream Play for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.607791420,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:44.918464844,1.0,credit,Uncategorized,Others,bobsms,"Dear BOB UPI User, your account is credited INR 1.00 on Date 2024-08-29 01:30:59 PM by UPI Ref No 424216872194 - BOB"
1970-01-01 00:28:44.652963927,99.0,unknown,Uncategorized,Others,jiojcn,"Dear User,

You’ve earned 40+ OTTs on OTT Play like Sony, Zee5, etc at ₹99 (OTTJIO99) on Specials. Click on https://t.jio/v/6HNMp to claim your coupon! T&C

Team JioCoupon"
1970-01-01 00:28:46.555130276,409.0,unknown,Uncategorized,Others,650002,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs409 & get UL calls, 2.5GB data/day, Talktime Rs 5, UL 5G & 20+ OTTs with Airtel Xstream Play?for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:44.492975320,979.0,unknown,save,Others,airtel,Want to save on your mobile recharge? Get Airtel's 84-day pack at Rs979 and enjoy 2GB/day + unlimited calls. That's just Rs327/month ! Bonus: Get Unlimited 5G data over & above 2GB/day. Recharge now i.airtel.in/979_sil
1970-01-01 00:28:42.749769735,100.0,unknown,Uncategorized,Others,pvrvip,"Kalki 2898 AD price drop alert! Watch the biggest Indian film of 2024 with an unbelievable offer of tickets starting at INR 100 from 02 Aug, Friday to 08 Aug, Thursday. Hurry, Grab your PVR tickets at https://pvr.im/oQTO0tAu"
1970-01-01 00:28:43.356749197,838.0,unknown,Uncategorized,Others,650003,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs838 to get unlimited calls, 3GB data/day & 20+ OTTs with Airtel Xstream Play, Prime subscription, for 56 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:46.813391003,349.0,unknown,Uncategorized,Others,650001,"You're missing out on incoming calls & OTPs! Recharge now with Rs349 Airtel pack to get UL calls, 2GB data/day, 100 SMS/day & UL 5G available, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:47.168217506,409.0,unknown,Uncategorized,Others,650002,"You're missing out on incoming calls & OTPs! Recharge now with Rs409 Airtel pack to get UL calls, 2.5GB data/day, Talktime Rs 5 & 20+ OTTs with Airtel Xstream Play for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:42.496381510,130.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs130 on 01Aug24 by  (Ref no 421497539173)"
1970-01-01 00:28:43.017176088,409.0,unknown,Uncategorized,Others,650001,"Your Airtel pack on 8082XXX088 is about to expire!
Recharge now with Rs409 to stay connected. Get UL calls, 2.5GB data/day, Talktime Rs 5 & 20+ OTTs with Airtel Xstream Play?for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:46.891321769,49.0,credit,Uncategorized,Others,bobsms,Rs 49.00 debited from A/C XXXXXX4491 and credited to jiosavan1paytm@hdfcbank UPI Ref:426539854929. Not you? Call 18005700 -BOB
1970-01-01 00:28:43.541405840,979.0,unknown,Uncategorized,Others,650002,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs979 & get UL calls, 2GB data/day & 20+ OTTs with Airtel Xstream Play?for 84 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.009583581,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:42.495930434,170.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs170 on 01Aug24 by  (Ref no 421464234465)"
1970-01-01 00:28:45.245636082,1900.0,credit,Uncategorized,Others,bobsms,Rs 1900.00 debited from A/C XXXXXX4491 and credited to bflautopay@hdfcbank UPI Ref:424650747221. Not you? Call 18005700 -BOB
1970-01-01 00:28:45.098456778,379.0,unknown,Uncategorized,Others,airtel,"Your Airtel pack just got an upgrade! Enjoy unlimited calling, 2GB/day data, 100 SMS/day & Airtel Xstream Play for just Rs379. Watch latest movies, shows & 200+ Live TV channels. Browse more packs & benefits on Airtel Thanks app i.airtel.in/379-Sl"
1970-01-01 00:28:45.990156034,1475.0,debit,Uncategorized,Others,cbssbi,"Dear Customer, Your A/C XXXXX068589 has a debit by NACH of Rs 1,475.00 on 10/09/24. Avl Bal Rs 24,234.83. Download YONO - SBI"
1970-01-01 00:28:47.248505931,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:44.844794224,379.0,unknown,Uncategorized,Others,airtel,"Your Airtel pack just got an upgrade! Enjoy unlimited calling, 2GB/day data, 100 SMS/day & Airtel Xstream Play for just Rs379. Watch latest movies, shows & 200+ Live TV channels. Browse more packs & benefits on Airtel Thanks app i.airtel.in/379-Sl"
1970-01-01 00:28:46.568730101,6000.0,credit,Uncategorized,Others,cbssbi,"Your A/C XXXXX068589 Credited INR 6,000.00 on 17/09/24 -Deposited by Cash by SELF. Avl Bal INR 15,384.83-SBI"
1970-01-01 00:28:43.359770699,3928.0,credit,Uncategorized,Others,idfcfb,"Dear Customer, we have received EMI INR 3928 towards TWO WHEELER LOANS loan account no *****3863 for August'2024. This will reflect in your loan account statement by tomorrow. Click https://idfcfr.in/05t0fi & enter 9903 for SOA or download our app https://idfcfr.in/login . IDFC FIRST Bank"
1970-01-01 00:28:42.849266601,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:44.739443142,979.0,unknown,save,Others,airtel,Want to save on your mobile recharge? Get Airtel's 84-day pack at Rs979 and enjoy 2GB/day + unlimited calls. That's just Rs327/month ! Bonus: Get Unlimited 5G data over & above 2GB/day. Recharge now i.airtel.in/979_sil
1970-01-01 00:28:46.748843729,7891.22,unknown,be ready for delivery,Others,enfild,"Dear Customer, Job card for your Royal Enfield Motorcycle has been created and the cost estimate for the service is ₹ 7,891.22.  Your motorcycle is expected to be ready for delivery on 19-09-2024 17:30.  For assistance or clarification please get in touch with your service consultant."
1970-01-01 00:28:43.340483306,181.0,unknown,Uncategorized,Others,airtel,Alert!50%-: of daily high speed data is consumed. Get 15GB data topup at just Rs181 | valid till your current pack i.airtel.in/dtpck
1970-01-01 00:28:43.277606143,295.0,debit,Uncategorized,Others,cbssbi,Your AC XXXXX068589 Debited INR 295.00 on 10/08/24 -ECS/ACH RET CH. Avl Bal INR 33.76.-SBI
1970-01-01 00:28:43.099034135,449.0,unknown,Uncategorized,Others,650003,"Your Airtel pack on 8082XXX088 is about to expire!
Recharge now with Rs449 to stay connected. Get UL calls, 3GB data/day & 20+ OTTs with Airtel Xstream Play for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:43.875875985,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.465102860,29000.0,credit,Uncategorized,Others,cbssbi,"Your A/C XXXXX068589 Credited INR 29,000.00 on 04/09/24 -Deposit of Cash at S5NL011857621 CDM. Avl Bal INR 30,694.08-SBI"
1970-01-01 00:28:45.780557119,3928.0,unknown,Uncategorized,Others,idfcfb,"EMI of INR 3928 is due for TWO WHEELER LOANS a/c no ****3863 on 10-SEP-24. EMI will be deducted from your a/c no ****8589 between 6am-10pm. Please maintain sufficient balance in your bank a/c to avoid charges & need for multiple presentation. For details click
https://idfcfr.in/kHRQDg
IDFC FIRST Bank"
1970-01-01 00:28:44.740503661,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:42.864790376,500.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs500 on 05Aug24 by  (Ref no 421860223881)"
1970-01-01 00:28:45.351968510,379.0,unknown,Uncategorized,Others,airtel,"Your Airtel pack just got an upgrade! Enjoy unlimited calling, 2GB/day data, 100 SMS/day & Airtel Xstream Play for just Rs379. Watch latest movies, shows & 200+ Live TV channels. Browse more packs & benefits on Airtel Thanks app i.airtel.in/379-Sl"
1970-01-01 00:28:44.489774920,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:43.185774557,409.0,unknown,Uncategorized,Others,650001,"Your Airtel pack on 8082XXX088 is about to expire!
Recharge now with Rs409 to stay connected. Get UL calls, 2.5GB data/day, Talktime Rs 5 & 20+ OTTs with Airtel Xstream Play?for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:42.581332211,1000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1000 on 02Aug24 by  (Ref no 421585260561)"
1970-01-01 00:28:46.294473354,409.0,unknown,Uncategorized,Others,650002,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs409 & get UL calls, 2.5GB data/day, Talktime Rs 5, UL 5G & 20+ OTTs with Airtel Xstream Play?for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.786673759,449.0,unknown,Uncategorized,Others,650003,"Your Airtel pack on 8082XXX088 is about to expire!
Recharge now with Rs449 to stay connected. Get UL calls, 3GB data/day & 20+ OTTs with Airtel Xstream Play for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:42.580475252,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:44.672535088,2000.0,credit,Uncategorized,Others,cbssbi,"Your A/C XXXXX068589 Credited INR 2,000.00 on 26/08/24 -Deposit of Cash at S5NL011857621 CDM. Avl Bal INR 4,100.88-SBI"
1970-01-01 00:28:45.910975052,349.0,unknown,Uncategorized,Others,jiopay,Your recharged plan Rs 349_28D_2GB/D for Jio Number 0000001455 is currently in queue as you already have an active plan. Your recharged plan will automatically get activated after expiry of your current plan. You can also activate your queued plan by dialing 19914 or by clicking www.jio.com/my_plans
1970-01-01 00:28:45.523963547,379.0,unknown,Uncategorized,Others,airtel,"Your Airtel pack just got an upgrade! Enjoy unlimited calling, 2GB/day data, 100 SMS/day & Airtel Xstream Play for just Rs379. Watch latest movies, shows & 200+ Live TV channels. Browse more packs & benefits on Airtel Thanks app i.airtel.in/379-Sl"
1970-01-01 00:28:44.053257101,979.0,unknown,save,Others,airtel,Want to save on your mobile recharge? Get Airtel's 84-day pack at Rs979 and enjoy 2GB/day + unlimited calls. That's just Rs327/month ! Bonus: Get Unlimited 5G data over & above 2GB/day. Recharge now i.airtel.in/979_sil
1970-01-01 00:28:45.611178379,979.0,unknown,save,Others,airtel,Want to save on your mobile recharge? Get Airtel's 84-day pack at Rs979 and enjoy 2GB/day + unlimited calls. That's just Rs327/month ! Bonus: Get Unlimited 5G data over & above 2GB/day. Recharge now i.airtel.in/979_sil
1970-01-01 00:28:44.579511305,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:44.051637383,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.180893936,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.086130493,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:43.334168156,379.0,debit,your Airtel Mobile,Bills & Utilities,airtel,"Recharge of INR 379.00 is successful for your Airtel Mobile on 11-08-2024 05:26, Transaction ID 596282135.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Would you like to refer Airtel Prepaid to your friends & family and save Rs100 on your next recharge? Click i.airtel.in/ref"
1970-01-01 00:28:45.556563258,2900.0,debit,Uncategorized,Others,cbssbi,"Dear Customer, Your A/C XXXXX068589 has a debit by NACH of Rs 2,900.00 on 05/09/24. Avl Bal Rs 25,434.83. Download YONO - SBI"
1970-01-01 00:28:47.083821383,349.0,unknown,Uncategorized,Others,650001,"You're missing out on incoming calls & OTPs! Recharge now with Rs349 Airtel pack to get UL calls, 2GB data/day, 100 SMS/day & UL 5G available, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.086474201,1198.0,unknown,Uncategorized,Others,weplix,"PLIX: Hi Raman, Payday Sale is here! Grab Rs. 600 off on orders 1198+ (Flat 300 off + 300 Cashback) using code: PDAY. Shop now: ct1.io/6NTNAID"
1970-01-01 00:28:42.499828516,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.954161355,379.0,unknown,Uncategorized,Others,650002,"Your Airtel pack on 8082XXX088 is about to expire!
Recharge now with Rs379 to stay connected. Get UL calls, 2GB data/day & 100 SMS/day, for 1 month. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.910569521,11001.0,unknown,Uncategorized,Others,jiojcn,"Dear User,

You’ve earned Upto ₹11001* Bonus on 1st RummyCircle deposit (CC:-SHUBHJIO) on MyJioRecharge. Click on https://t.jio/v/ubfrX to claim your coupon! T&C

Team JioCoupon"
1970-01-01 00:28:45.442060715,979.0,unknown,save,Others,airtel,Want to save on your mobile recharge? Get Airtel's 84-day pack at Rs979 and enjoy 2GB/day + unlimited calls. That's just Rs327/month ! Bonus: Get Unlimited 5G data over & above 2GB/day. Recharge now i.airtel.in/979_sil
1970-01-01 00:28:46.748859041,7891.22,unknown,be ready for delivery,Others,enfild,"Dear Customer, Job card for your Royal Enfield Motorcycle has been created and the cost estimate for the service is ₹ 7,891.22.  Your motorcycle is expected to be ready for delivery on 19-09-2024 17:30.  For assistance or clarification please get in touch with your service consultant."
1970-01-01 00:28:43.969030371,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:46.914060005,379.0,debit,your Airtel Mobile,Bills & Utilities,airtel,"Recharge of INR 379.00 is successful for your Airtel Mobile on 21-09-2024 15:35, Transaction ID 1411820712.Check your balance, validity, tariff and best recharges on Airtel Thanks App. Would you like to refer Airtel Prepaid to your friends & family and save Rs100 on your next recharge? Click i.airtel.in/ref"
1970-01-01 00:28:45.960037702,3928.0,debit,Uncategorized,Others,cbssbi,"Dear Customer, Your A/C XXXXX068589 has a debit by NACH of Rs 3,928.00 on 10/09/24. Avl Bal Rs 27,890.83. Download YONO - SBI"
1970-01-01 00:28:43.110597192,3928.0,unknown,Uncategorized,Others,idfcfb,"EMI of INR 3928 is due for TWO WHEELER LOANS a/c no ****3863 on 10-AUG-24. EMI will be deducted from your a/c no ****8589 between 6am-10pm. Please maintain sufficient balance in your bank a/c to avoid charges & need for multiple presentation. For details click
https://idfcfr.in/kHRQDg
IDFC FIRST Bank"
1970-01-01 00:28:43.973079766,379.0,unknown,Uncategorized,Others,airtel,"Your Airtel pack just got an upgrade! Enjoy unlimited calling, 2GB/day data, 100 SMS/day & Airtel Xstream Play for just Rs379. Watch latest movies, shows & 200+ Live TV channels. Browse more packs & benefits on Airtel Thanks app i.airtel.in/379-Sl"
1970-01-01 00:28:45.522804381,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:46.222103237,379.0,unknown,Uncategorized,Others,650001,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs379 to get UL calls, 2GB data/day & 100 SMS/day, for 1 month. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:46.220528703,379.0,unknown,Uncategorized,Others,650053,"Your Airtel Bundle pack has expired! Recharge now and enjoy daily 2 GB, daily 100 SMS, UL calls, up to 1 Month days, only at Rs379 .
i.airtel.in/Rcharge"
1970-01-01 00:28:42.857631479,2900.0,debit,Uncategorized,Others,cbssbi,"Dear Customer, Your A/C XXXXX068589 has a debit by NACH of Rs 2,900.00 on 05/08/24. Avl Bal Rs 1,768.76. Download YONO - SBI"
1970-01-01 00:28:43.281161174,349.0,unknown,Uncategorized,Others,650002,"Your Airtel pack on 8082XXX088 is about to expire!
Recharge now with Rs349 to stay connected. Get UL calls, 2GB data/day, 100 SMS/day & UL 5G available, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:42.492196170,1.0,unknown,Uncategorized,Others,650024,Watch the India vs Srilanka series LIVE on Sonyliv with Airtel Xstream Play. Click to watch - open.airtelxstream.in/Sonyliv_Subs_at_Rs1
1970-01-01 00:28:43.702359730,379.0,unknown,Uncategorized,Others,airtel,"Your Airtel pack just got an upgrade! Enjoy unlimited calling, 2GB/day data, 100 SMS/day & Airtel Xstream Play for just Rs379. Watch latest movies, shows & 200+ Live TV channels. Browse more packs & benefits on Airtel Thanks app i.airtel.in/379-Sl"
1970-01-01 00:28:45.881305960,409.0,unknown,Uncategorized,Others,650001,"Your Airtel pack on 8082XXX088 is about to expire!
Recharge now with Rs409 to stay connected. Get UL calls, 2.5GB data/day, Talktime Rs 5 & 20+ OTTs with Airtel Xstream Play?for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:42.620955560,1000.0,credit,Uncategorized,Others,sbiupi,"Dear SBI UPI User, ur A/cX8589 credited by Rs1000 on 02Aug24 by  (Ref no 421553485327)"
1970-01-01 00:28:44.920704301,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:46.899022399,9.0,debit,Uncategorized,Others,aircol,"Alert: There is an overdue of Rs 9 on your Airtel No. 0000006088. To resume the services, Kindly pay via Airtel Thanks App - https://i.airtel.in/PPpayBills or walk-in to an Airtel Store. Services will be restored within 4hrs of cash & 48hrs of cheque payment"
1970-01-01 00:28:43.621011685,449.0,unknown,Uncategorized,Others,650001,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs449 & get UL calls, 3GB data/day, 100 SMS/day & 20+ OTTs with Airtel Xstream Play for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:46.891337426,49.0,credit,Uncategorized,Others,bobsms,Rs 49.00 debited from A/C XXXXXX4491 and credited to jiosavan1paytm@hdfcbank UPI Ref:426539854929. Not you? Call 18005700 -BOB
1970-01-01 00:28:44.235310155,379.0,unknown,Uncategorized,Others,airtel,"Your Airtel pack just got an upgrade! Enjoy unlimited calling, 2GB/day data, 100 SMS/day & Airtel Xstream Play for just Rs379. Watch latest movies, shows & 200+ Live TV channels. Browse more packs & benefits on Airtel Thanks app i.airtel.in/379-Sl"
1970-01-01 00:28:42.760508456,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:46.122404045,449.0,unknown,Uncategorized,Others,650003,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs449 & get UL calls, 3GB data/day, 100 SMS/day, UL 5G & 20+ OTTs with Airtel Xstream Play for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:46.473525431,379.0,unknown,Uncategorized,Others,650001,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs379 to get UL calls, 2GB data/day & 100 SMS/day, for 1 month. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:44.668732924,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:43.452551047,449.0,unknown,Uncategorized,Others,650001,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs449 & get UL calls, 3GB data/day, 100 SMS/day & 20+ OTTs with Airtel Xstream Play for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.355043215,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:46.387387028,449.0,unknown,Uncategorized,Others,650003,"REMINDER: Airtel unlimited pack has expired on 8082XXX088 . Recharge now with Rs449 & get UL calls, 3GB data/day, 100 SMS/day, UL 5G & 20+ OTTs with Airtel Xstream Play for 28 Days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:43.714831299,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:45.432930640,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:44.310807101,49.0,unknown,Uncategorized,Others,650003,"Offer for 8082XXX088 !
Recharge now to enjoy unlimited data, for 1 day, in Rs49. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:44.838373263,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:44.135271312,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:43.273144885,3928.0,debit,Uncategorized,Others,cbssbi,"Dear Customer, Your A/C XXXXX068589 has a debit by NACH of Rs 3,928.00 on 10/08/24. Avl Bal Rs 328.76. Download YONO - SBI"
1970-01-01 00:28:44.567327334,379.0,unknown,Uncategorized,Others,airtel,"Your Airtel pack just got an upgrade! Enjoy unlimited calling, 2GB/day data, 100 SMS/day & Airtel Xstream Play for just Rs379. Watch latest movies, shows & 200+ Live TV channels. Browse more packs & benefits on Airtel Thanks app i.airtel.in/379-Sl"
1970-01-01 00:28:46.640870506,9.0,debit,Uncategorized,Others,aircol,"Hi! To avoid call & data service disconnection on your Airtel No. 0000006088, please pay Rs 9 immediately. Pay via Airtel Thanks App - https://www.airtel.in/5/PPbillreminder. Please ignore if already paid. You can also ask us your questions on Airtel Thanks App. Your feedback makes us better everyday."
1970-01-01 00:28:44.394528817,22.0,unknown,Uncategorized,Others,650001,"Offer for 8082XXX088 !
Recharge now to enjoy 1GB data, for 1 day, in Rs22. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:43.604687339,150.0,unknown,Uncategorized,Others,smrtbr,Your exclusive code FPV6CS66KL3108 to get Rs150 OFF @ Full Paisa Vasool Preview Sale @ SMART Bazaar/SMART Superstore .Valid on 14-Aug on spend of Rs.2499. TC
1970-01-01 00:28:42.670412652,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
1970-01-01 00:28:42.941169228,33.0,unknown,Uncategorized,Others,650002,"Offer for 8082XXX088 !
Recharge now to enjoy 2GB data, for 1 day, in Rs33. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech"
